Country/Territory,Region,C/T,Edition,Status,PR rating,CL rating,A1,A2,A3,A,B1,B2,B3,B4,B,C1,C2,C3,C,Add Q,Add A,PR,D1,D2,D3,D4,D,E1,E2,E3,E,F1,F2,F3,F4,F,G1,G2,G3,G4,G,CL,Total
Pakistani Kashmir,Asia,t,2016,NF,6,5,1,2,1,4,1,1,1,1,4,1,1,1,3,2,0,9,1,1,2,2,6,1,1,2,4,1,1,1,0,3,2,2,1,1,6,19,28
Palau,Asia,c,2016,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0,37,4,4,4,4,16,4,4,3,11,4,4,4,3,15,4,3,3,3,13,55,92
Panama,Americas,c,2016,F,2,2,4,4,4,12,4,4,4,3,15,4,2,2,8,0,0,35,3,4,4,4,15,4,4,3,11,2,2,3,3,10,4,3,3,2,12,48,83
Papua New Guinea,Asia,c,2016,PF,4,3,3,3,3,9,3,3,2,2,10,2,1,1,4,0,0,23,3,3,3,3,12,3,3,3,9,2,1,2,2,7,3,1,2,2,8,36,59
Paraguay,Americas,c,2016,PF,3,3,3,4,3,10,3,4,3,2,12,2,1,2,5,0,0,27,2,4,3,3,12,3,3,2,8,2,1,2,2,7,3,3,2,2,10,37,64
Peru,Americas,c,2016,F,2,3,3,4,3,10,4,4,3,2,13,3,2,2,7,0,0,30,3,4,4,4,15,3,3,2,8,2,2,2,2,8,3,3,2,2,10,41,71
Philippines,Asia,c,2016,PF,3,3,3,3,3,9,3,3,2,3,11,3,2,2,7,0,0,27,2,4,4,4,14,3,3,3,9,2,1,1,1,5,3,2,3,2,10,38,65
Poland,Europe,c,2016,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0,38,4,4,4,4,16,4,4,4,12,3,3,4,3,13,4,4,3,3,14,55,93
Portugal,Europe,c,2016,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0,39,4,4,4,4,16,4,4,4,12,4,4,3,4,15,4,4,4,3,15,58,97
Puerto Rico,Americas,t,2016,F,1,1,4,4,4,12,4,4,3,4,15,3,3,4,10,0,0,37,4,4,4,4,16,4,4,3,11,3,4,2,3,12,4,4,3,3,14,53,90
Qatar,MENA,c,2016,NF,6,5,0,1,1,2,0,0,1,1,2,0,2,1,3,0,2,9,2,2,2,2,8,1,0,1,2,1,1,2,0,4,1,1,1,1,4,18,27
Romania,Europe,c,2016,F,2,2,4,4,3,11,4,4,3,3,14,4,3,2,9,0,0,34,3,3,4,4,14,4,4,3,11,3,3,3,3,12,4,2,3,3,12,49,83
Russia,Eurasia,c,2016,NF,6,6,0,1,0,1,1,0,1,1,3,1,1,1,3,0,0,7,0,1,1,1,3,1,0,2,3,1,1,0,0,2,2,1,2,2,7,15,22
Rwanda,SSA,c,2016,NF,6,6,0,1,1,2,0,0,0,1,1,1,2,2,5,0,0,8,0,3,1,0,4,0,1,1,2,0,2,0,1,3,2,2,2,1,7,16,24
Samoa,Asia,c,2016,F,2,2,3,3,3,9,3,4,3,3,13,3,3,3,9,0,0,31,3,3,4,4,14,4,3,3,10,3,3,4,3,13,3,3,3,3,12,49,80
San Marino,Europe,c,2016,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100
Sao Tome and Principe,SSA,c,2016,F,2,2,4,4,3,11,4,4,3,3,14,4,2,3,9,0,0,34,3,4,4,4,15,4,3,3,10,3,3,3,3,12,3,3,2,2,10,47,81
Saudi Arabia,MENA,c,2016,NF,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,0,0,1,2,3,0,0,0,0,1,1,0,0,2,0,1,0,1,2,7,10
Senegal,SSA,c,2016,F,2,2,4,4,3,11,3,4,3,3,13,3,3,3,9,0,0,33,3,4,4,4,15,3,4,3,10,2,3,3,2,10,3,3,2,2,10,45,78
Serbia,Europe,c,2016,F,2,2,3,4,3,10,4,3,3,3,13,3,2,2,7,0,0,30,2,4,4,4,14,4,4,3,11,2,3,3,2,10,4,3,3,3,13,48,78
Seychelles,SSA,c,2016,PF,3,3,3,3,3,9,3,2,3,2,10,3,2,2,7,0,0,26,2,3,3,3,11,3,3,3,9,2,3,3,3,11,3,3,2,3,11,42,68
Sierra Leone,SSA,c,2016,PF,3,3,3,3,4,10,2,3,3,3,11,3,1,3,7,0,0,28,2,4,3,3,12,2,3,2,7,2,2,3,2,9,2,3,2,2,9,37,65
Singapore,Asia,c,2016,PF,4,4,1,2,1,4,2,2,2,2,8,2,3,2,7,0,0,19,1,3,2,3,9,2,1,1,4,1,2,2,2,7,3,3,3,3,12,32,51
Slovakia,Europe,c,2016,F,1,1,4,4,4,12,4,4,4,3,15,4,3,2,9,0,0,36,3,4,4,4,15,4,4,4,12,3,3,3,3,12,4,4,3,3,14,53,89
Slovenia,Europe,c,2016,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0,39,3,3,4,4,14,4,4,4,12,3,4,4,3,14,4,3,3,3,13,53,92
Solomon Islands,Asia,c,2016,PF,3,3,3,3,3,9,3,3,2,2,10,2,2,2,6,0,0,25,3,4,4,3,14,3,3,3,9,2,2,2,2,8,3,3,3,3,12,43,68
Somalia,SSA,c,2016,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2
Somaliland,SSA,t,2016,PF,5,5,0,0,2,2,3,2,2,2,9,0,2,2,4,0,0,15,1,2,2,2,7,1,2,2,5,2,2,1,2,7,2,2,1,1,6,25,40
South Africa,SSA,c,2016,F,2,2,4,4,4,12,3,2,4,4,13,3,2,3,8,0,0,33,3,4,4,4,15,4,4,4,12,3,2,2,2,9,3,3,2,2,10,46,79
South Korea,Asia,c,2016,F,2,2,4,4,3,11,3,4,3,3,13,4,3,3,10,0,0,34,3,4,2,3,12,4,3,4,11,4,3,3,3,13,4,3,3,3,13,49,83
South Ossetia,Eurasia,t,2016,NF,7,6,0,1,1,2,1,1,0,0,2,0,0,0,0,2,0,2,0,2,1,1,4,1,0,0,1,0,0,0,1,1,1,0,2,0,3,9,11
South Sudan,SSA,c,2016,NF,7,6,1,1,1,3,1,0,0,0,1,1,0,0,1,3,0,2,0,2,1,1,4,1,1,1,3,1,0,0,0,1,2,1,0,1,4,12,14
Spain,Europe,c,2016,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0,39,3,4,4,4,15,3,4,4,11,4,4,4,3,15,4,4,4,3,15,56,95
Sri Lanka,Asia,c,2016,PF,4,4,3,3,2,8,3,3,2,2,10,3,1,2,6,1,0,23,2,2,2,3,9,2,3,3,8,2,2,2,1,7,2,2,2,2,8,32,55
St. Kitts and Nevis,Americas,c,2016,F,2,1,4,3,3,10,4,4,4,4,16,3,3,3,9,0,0,35,3,4,4,4,15,4,4,4,12,4,3,3,3,13,4,3,3,3,13,53,88
St. Lucia,Americas,c,2016,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0,39,3,4,4,4,15,4,4,4,12,3,3,3,3,12,4,4,3,3,14,53,92
St. Vincent and the Grenadines,Americas,c,2016,F,1,1,4,4,3,11,4,4,4,4,16,4,3,3,10,0,0,37,3,4,4,4,15,4,4,4,12,3,3,4,3,13,4,4,3,3,14,54,91
Sudan,SSA,c,2016,NF,7,7,1,1,0,2,1,0,1,1,3,1,0,0,1,4,0,2,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,4,6
Suriname,Americas,c,2016,F,2,3,4,4,4,12,4,4,3,3,14,4,2,2,8,0,0,34,3,4,4,4,15,4,4,3,11,1,1,3,2,7,3,2,3,2,10,43,77
Sweden,Europe,c,2016,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100
Switzerland,Europe,c,2016,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,96
Syria,MENA,c,2016,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-3,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1
Taiwan,Asia,c,2016,F,1,2,4,4,4,12,4,4,3,4,15,4,3,3,10,0,0,37,3,4,3,4,14,4,4,3,11,4,3,4,3,14,4,3,3,3,13,52,89
Tajikistan,Eurasia,c,2016,NF,7,6,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,2,4,1,1,1,3,1,1,0,1,3,1,1,1,1,4,14,16
Tanzania,SSA,c,2016,PF,3,4,3,3,2,8,3,3,3,3,12,3,2,2,7,0,0,27,2,3,2,2,9,2,2,2,6,2,3,2,2,9,3,2,2,2,9,33,60
Thailand,Asia,c,2016,NF,6,5,0,0,1,1,1,1,0,1,3,0,2,1,3,0,0,7,1,3,1,1,6,1,1,2,4,1,1,1,2,5,3,2,3,2,10,25,32
The Gambia,SSA,c,2016,NF,7,6,0,1,0,1,1,0,1,2,4,0,0,0,0,0,0,5,0,2,1,0,3,0,1,2,3,0,0,0,1,1,2,2,1,1,6,13,18
Tibet,Asia,t,2016,NF,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,1
Timor-Leste,Asia,c,2016,PF,3,3,4,4,3,11,3,3,3,3,12,2,2,2,6,0,0,29,2,3,4,3,12,3,3,2,8,1,1,3,2,7,3,2,2,2,9,36,65
Togo,SSA,c,2016,PF,4,4,2,2,2,6,2,1,2,2,7,2,1,2,5,0,0,18,2,3,2,2,9,2,2,3,7,2,2,2,1,7,2,2,1,2,7,30,48
Tonga,Asia,c,2016,F,2,2,4,4,3,11,4,4,3,3,14,3,1,2,6,0,0,31,3,4,3,3,13,3,3,2,8,3,3,3,2,11,4,3,3,2,12,44,75
Transnistria,Eurasia,t,2016,NF,6,6,1,1,1,3,1,2,1,1,5,1,0,1,2,0,0,10,0,2,1,2,5,1,1,0,2,0,0,1,1,2,2,1,1,1,5,14,24
Trinidad and Tobago,Americas,c,2016,F,2,2,4,4,3,11,3,4,3,3,13,4,2,3,9,0,0,33,4,3,4,4,15,4,4,3,11,3,2,2,2,9,4,3,3,3,13,48,81
Tunisia,MENA,c,2016,F,1,3,4,4,4,12,4,4,4,4,16,4,2,3,9,0,0,37,3,3,3,4,13,3,3,3,9,2,2,3,2,9,3,2,4,2,11,42,79
Turkey,Europe,c,2016,PF,3,4,3,3,3,9,2,2,3,2,9,3,1,2,6,0,0,24,1,2,2,3,8,2,2,2,6,1,1,2,2,6,3,2,2,2,9,29,53
Turkmenistan,Eurasia,c,2016,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,3,4,4
Tuvalu,Asia,c,2016,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0,37,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,3,3,14,57,94
Uganda,SSA,c,2016,NF,6,5,1,1,1,3,1,1,1,2,5,1,1,1,3,0,0,11,1,3,3,2,9,1,1,2,4,2,1,1,1,5,2,2,1,2,7,25,36
Ukraine,Eurasia,c,2016,PF,3,3,4,3,2,9,3,3,1,3,10,3,1,2,6,0,0,25,2,3,3,3,11,3,3,3,9,1,2,1,2,6,3,2,3,2,10,36,61
United Arab Emirates,MENA,c,2016,NF,6,6,0,1,0,1,0,0,1,1,2,0,2,0,2,0,2,7,1,1,1,1,4,1,0,1,2,0,1,1,1,3,1,1,1,1,4,13,20
United Kingdom,Europe,c,2016,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,3,4,3,3,13,4,4,4,12,4,4,4,3,15,4,4,4,3,15,55,95
United States,Americas,c,2016,F,1,1,4,4,3,11,4,4,3,4,15,3,4,3,10,0,0,36,4,4,4,3,15,4,4,3,11,4,3,3,3,13,4,4,4,3,15,54,90
Uruguay,Americas,c,2016,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,3,4,4,15,4,4,4,3,15,58,98
Uzbekistan,Eurasia,c,2016,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,3,3
Vanuatu,Asia,c,2016,F,2,2,3,3,3,9,4,4,4,3,15,3,2,2,7,0,0,31,3,4,4,4,15,4,4,3,11,2,2,3,3,10,4,3,2,2,11,47,78
Venezuela,Americas,c,2016,PF,5,5,2,2,1,5,2,2,1,3,8,1,0,1,2,0,0,15,1,3,2,2,8,1,1,1,3,0,0,0,1,1,2,1,3,2,8,20,35
Vietnam,Asia,c,2016,NF,7,5,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,3,1,1,1,1,4,1,0,0,1,1,1,1,1,4,2,1,3,2,8,17,20
West Bank,MENA,t,2016,NF,6,5,0,0,2,2,1,1,1,2,5,0,1,1,2,3,0,6,1,3,2,3,9,1,2,2,5,2,2,0,1,5,1,1,2,1,5,24,30
Western Sahara,MENA,t,2016,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-3,0,2,0,1,3,0,0,0,0,0,0,0,0,0,1,1,2,0,4,7,4
Yemen,MENA,c,2016,NF,7,6,0,0,2,2,1,0,0,0,1,0,1,0,1,0,0,4,1,2,1,1,5,1,1,1,3,1,0,0,1,2,0,1,1,1,3,13,17
Zambia,SSA,c,2016,PF,3,4,3,2,3,8,2,3,3,3,11,3,2,2,7,0,0,26,2,3,3,3,11,2,2,3,7,2,2,2,2,8,3,2,1,2,8,34,60
Zimbabwe,SSA,c,2016,PF,5,5,1,1,1,3,2,2,1,1,6,1,1,1,3,0,0,12,1,3,2,2,8,1,2,1,4,2,0,0,1,3,2,1,1,1,5,20,32
Abkhazia,Eurasia,t,2015,PF,4,5,3,2,1,6,2,3,2,1,8,1,1,2,4,0,0,18,2,2,1,3,8,3,2,1,6,1,1,1,1,4,1,1,2,1,5,23,41
Afghanistan,Asia,c,2015,NF,6,6,1,1,1,3,2,1,1,2,6,1,1,0,2,0,0,11,1,1,1,2,5,2,1,1,4,1,0,0,1,2,0,1,0,1,2,13,24
Albania,Europe,c,2015,PF,3,3,3,3,2,8,3,4,3,3,13,3,1,2,6,0,0,27,2,4,3,4,13,4,3,2,9,2,2,2,3,9,3,2,2,2,9,40,67
Algeria,MENA,c,2015,NF,6,5,1,2,1,4,1,1,1,1,4,1,1,1,3,0,0,11,1,1,2,3,7,1,1,2,4,1,1,1,2,5,2,2,2,1,7,23,34
Andorra,Europe,c,2015,F,1,1,4,4,4,12,4,4,3,4,15,4,4,4,12,0,0,39,4,4,4,4,16,4,4,3,11,4,4,4,3,15,4,3,4,4,15,57,96
Angola,SSA,c,2015,NF,6,5,0,2,1,3,2,1,1,2,6,1,0,0,1,0,0,10,1,2,2,2,7,1,2,1,4,1,1,1,1,4,1,1,1,0,3,18,28
Antigua and Barbuda,Americas,c,2015,F,2,2,4,4,3,11,3,4,3,3,13,3,2,2,7,0,0,31,2,4,4,4,14,3,3,3,9,3,3,4,3,13,4,3,3,3,13,49,80
Argentina,Americas,c,2015,F,2,2,4,4,3,11,4,3,4,3,14,3,1,2,6,0,0,31,2,4,4,4,14,4,4,3,11,2,3,3,3,11,3,3,4,3,13,49,80
Armenia,Eurasia,c,2015,PF,5,4,1,2,2,5,2,2,1,2,7,1,1,2,4,0,0,16,2,2,2,3,9,2,2,2,6,1,1,2,2,6,3,2,2,2,9,30,46
Australia,Asia,c,2015,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,97
Austria,Europe,c,2015,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0,38,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,96
Azerbaijan,Eurasia,c,2015,NF,6,6,0,0,1,1,1,0,1,1,3,1,1,0,2,0,0,6,0,1,1,2,4,0,0,1,1,1,1,0,1,3,2,1,2,1,6,14,20
Bahamas,Americas,c,2015,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0,38,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,96
Bahrain,MENA,c,2015,NF,7,6,0,1,1,2,1,1,0,0,2,1,2,0,3,2,0,5,0,1,0,1,2,0,0,1,1,0,1,0,0,1,1,2,2,1,6,10,15
Bangladesh,Asia,c,2015,PF,4,4,2,2,3,7,2,2,2,3,9,2,1,2,5,0,0,21,2,2,2,2,8,2,2,2,6,2,1,2,1,6,3,2,2,2,9,29,50
Barbados,Americas,c,2015,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,3,4,15,59,99
Belarus,Eurasia,c,2015,NF,7,6,0,0,0,0,1,0,1,1,3,0,1,0,1,0,0,4,1,1,0,1,3,0,1,0,1,0,1,0,0,1,1,1,2,1,5,10,14
Belgium,Europe,c,2015,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,97
Belize,Americas,c,2015,F,1,2,4,4,4,12,4,4,4,2,14,4,2,4,10,0,0,36,3,4,4,4,15,3,4,4,11,3,3,3,3,12,4,3,3,3,13,51,87
Benin,SSA,c,2015,F,2,2,3,3,2,8,4,4,4,4,16,3,2,3,8,0,0,32,3,4,4,4,15,4,4,4,12,3,3,3,3,12,3,3,2,2,10,49,81
Bhutan,Asia,c,2015,PF,3,4,3,4,3,10,3,4,2,1,10,3,3,4,10,1,0,29,2,2,2,3,9,2,1,1,4,3,1,1,1,6,2,2,2,2,8,27,56
Bolivia,Americas,c,2015,PF,3,3,4,4,3,11,3,2,3,3,11,3,2,2,7,0,0,29,2,4,4,4,14,3,3,3,9,1,1,2,2,6,3,2,3,2,10,39,68
Bosnia and Herzegovina,Europe,c,2015,PF,4,3,3,3,2,8,3,3,2,2,10,2,2,1,5,0,0,23,2,3,2,3,10,3,2,2,7,3,2,3,2,10,3,2,3,2,10,37,60
Botswana,SSA,c,2015,F,3,2,3,4,3,10,3,2,3,2,10,3,3,2,8,0,0,28,2,4,3,3,12,4,4,2,10,3,3,3,3,12,3,3,2,3,11,45,73
Brazil,Americas,c,2015,F,2,2,4,3,4,11,4,4,3,3,14,3,2,3,8,0,0,33,3,4,4,4,15,3,4,3,10,3,2,2,3,10,4,3,3,3,13,48,81
Brunei,Asia,c,2015,NF,6,5,0,0,0,0,1,0,1,1,3,0,2,1,3,0,1,7,1,1,2,2,6,1,1,1,3,1,2,2,1,6,2,2,2,2,8,23,30
Bulgaria,Europe,c,2015,F,2,2,4,4,3,11,4,4,3,3,14,4,2,2,8,0,0,33,3,3,4,4,14,4,4,3,11,3,2,3,2,10,4,2,3,2,11,46,79
Burkina Faso,SSA,c,2015,PF,6,3,0,0,2,2,2,1,1,2,6,0,1,0,1,0,0,9,2,4,3,4,13,2,3,3,8,1,2,2,2,7,3,2,1,2,8,36,45
Burundi,SSA,c,2015,NF,6,5,1,1,2,4,1,0,1,3,5,1,0,1,2,0,0,11,1,3,2,2,8,0,2,1,3,1,1,1,1,4,2,2,1,1,6,21,32
Cabo Verde,SSA,c,2015,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0,37,3,4,4,4,15,4,4,3,11,4,3,4,3,14,4,3,3,3,13,53,90
Cambodia,Asia,c,2015,NF,6,5,1,1,2,4,1,1,1,1,4,1,1,1,3,0,0,11,1,3,2,3,9,1,1,1,3,0,0,1,1,2,2,1,2,1,6,20,31
Cameroon,SSA,c,2015,NF,6,6,1,1,1,3,1,0,1,1,3,1,1,1,3,0,0,9,1,2,2,2,7,1,1,1,3,0,1,1,0,2,1,1,1,1,4,16,25
Canada,Americas,c,2015,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,4,16,59,98
Central African Republic,SSA,c,2015,NF,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,6,6
Chad,SSA,c,2015,NF,7,6,1,1,1,3,1,0,0,0,1,1,0,0,1,0,0,5,1,1,3,2,7,1,1,2,4,0,1,1,0,2,1,1,0,1,3,16,21
Chile,Americas,c,2015,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,4,4,4,4,16,3,4,4,11,4,4,3,3,14,4,4,4,3,15,56,95
China,Asia,c,2015,NF,7,6,0,0,0,0,0,0,0,1,1,0,1,1,2,1,0,2,1,0,1,2,4,1,1,1,3,1,1,0,0,2,1,1,2,2,6,15,17
Colombia,Americas,c,2015,PF,3,4,4,3,3,10,3,3,2,3,11,3,2,3,8,0,0,29,2,4,3,3,12,2,2,1,5,3,1,1,2,7,3,2,3,2,10,34,63
Comoros,SSA,c,2015,PF,3,4,3,3,3,9,3,3,3,2,11,3,1,1,5,0,0,25,2,2,3,3,10,2,2,2,6,2,2,2,2,8,2,2,1,1,6,30,55
Congo (Brazzaville),SSA,c,2015,NF,6,5,0,1,0,1,1,0,1,1,3,1,1,1,3,0,0,7,1,3,2,2,8,1,2,3,6,0,1,1,0,2,2,2,2,1,7,23,30
Congo (Kinshasa),SSA,c,2015,NF,6,6,1,1,1,3,1,1,1,1,4,1,0,1,2,0,0,9,1,3,2,2,8,1,1,1,3,0,0,0,0,0,2,1,1,1,5,16,25
Costa Rica,Americas,c,2015,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0,37,4,4,4,4,16,4,4,3,11,4,3,3,3,13,4,3,3,3,13,53,90
Cote d'Ivoire,SSA,c,2015,PF,5,4,2,2,2,6,2,2,1,2,7,2,1,1,4,0,0,17,2,2,3,3,10,2,3,2,7,1,1,2,2,6,2,2,1,1,6,29,46
Crimea,Eurasia,t,2015,NF,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,1,3,0,0,1,1,0,0,0,0,0,1,1,3,2,7,11,10
Croatia,Europe,c,2015,F,1,2,4,4,4,12,4,4,4,3,15,4,2,3,9,0,0,36,3,3,4,4,14,4,4,4,12,3,3,3,2,11,4,3,3,3,13,50,86
Cuba,Americas,c,2015,NF,7,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,0,1,4,0,0,0,0,0,1,1,1,3,1,1,3,1,6,13,14
Cyprus,Europe,c,2015,F,1,1,4,4,3,11,4,4,4,4,16,3,3,4,10,0,0,37,4,4,3,4,15,4,4,4,12,4,4,4,3,15,3,4,4,3,14,56,93
Czech Republic,Europe,c,2015,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0,38,4,4,4,4,16,4,4,4,12,3,4,4,3,14,4,4,4,3,15,57,95
Denmark,Europe,c,2015,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,3,4,15,58,98
Djibouti,SSA,c,2015,NF,6,5,1,1,1,3,1,0,1,1,3,1,1,1,3,0,0,9,1,1,2,2,6,0,1,2,3,0,2,1,1,4,2,2,1,1,6,19,28
Dominica,Americas,c,2015,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0,38,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,4,3,4,15,57,95
Dominican Republic,Americas,c,2015,F,2,3,4,3,3,10,4,3,3,1,11,4,2,3,9,0,0,30,3,4,4,4,15,3,4,3,10,3,2,2,1,8,3,3,2,2,10,43,73
Ecuador,Americas,c,2015,PF,3,3,3,3,1,7,3,2,3,3,11,3,1,2,6,0,0,24,1,4,4,3,12,2,2,3,7,1,1,2,2,6,3,2,3,2,10,35,59
Egypt,MENA,c,2015,NF,6,5,1,0,1,2,1,0,1,2,4,0,1,1,2,0,0,8,1,1,1,2,5,1,1,2,4,1,0,0,1,2,2,2,2,1,7,18,26
El Salvador,Americas,c,2015,F,2,3,4,4,4,12,4,4,3,3,14,3,3,3,9,0,0,35,3,4,4,4,15,3,3,2,8,3,2,1,2,8,3,2,2,2,9,40,75
Equatorial Guinea,SSA,c,2015,NF,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,1,1,4,0,0,0,0,0,0,0,0,0,1,1,1,0,3,7,8
Eritrea,SSA,c,2015,NF,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3
Estonia,Europe,c,2015,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,4,4,4,4,16,4,4,4,12,4,3,4,3,14,4,4,3,3,14,56,95
Eswatini,SSA,c,2015,NF,7,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,1,2,6,0,1,1,2,2,1,1,1,5,1,1,1,1,4,17,18
Ethiopia,SSA,c,2015,NF,6,6,0,0,1,1,0,0,1,1,2,1,2,1,4,0,0,7,0,2,1,0,3,0,0,0,0,1,1,0,1,3,2,1,1,1,5,11,18
Fiji,Asia,c,2015,PF,3,4,3,3,3,9,3,2,3,3,11,3,2,1,6,0,0,26,2,3,3,3,11,2,1,1,4,2,2,3,2,9,3,3,2,2,10,34,60
Finland,Europe,c,2015,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100
France,Europe,c,2015,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0,38,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,95
Gabon,SSA,c,2015,NF,6,5,0,1,1,2,1,1,1,1,4,1,1,1,3,0,0,9,1,3,3,3,10,1,1,2,4,1,2,2,1,6,2,1,1,1,5,25,34
Gaza Strip,MENA,t,2015,NF,7,6,0,0,2,2,1,0,0,1,2,0,1,0,1,0,0,5,1,1,1,2,5,1,1,1,3,0,0,0,0,0,0,1,1,0,2,10,15
Georgia,Eurasia,c,2015,PF,3,3,3,3,3,9,3,3,2,2,10,3,2,2,7,0,0,26,2,2,4,4,12,3,3,2,8,2,2,2,2,8,3,2,3,2,10,38,64
Germany,Europe,c,2015,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,96
Ghana,SSA,c,2015,F,1,2,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0,37,3,3,4,4,14,4,4,3,11,3,3,3,3,12,3,3,2,2,10,47,84
Greece,Europe,c,2015,F,2,2,4,4,4,12,4,4,4,3,15,3,2,3,8,0,0,35,3,3,4,4,14,3,4,4,11,3,3,2,2,10,4,3,3,3,13,48,83
Grenada,Americas,c,2015,F,1,2,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0,38,3,4,4,4,15,4,4,3,11,3,3,3,3,12,4,3,3,3,13,51,89
Guatemala,Americas,c,2015,PF,3,4,3,3,3,9,3,3,2,2,10,2,2,1,5,0,0,24,2,4,3,3,12,2,2,2,6,1,2,1,1,5,3,2,2,1,8,31,55
Guinea,SSA,c,2015,PF,5,5,3,1,2,6,2,2,2,2,8,1,1,1,3,0,0,17,1,3,2,3,9,1,3,2,6,1,1,1,1,4,1,2,1,1,5,24,41
