C.,S.,C. & S.,Basic data and indicators,...5,...6,...7,...8,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,...37
748,1.3,748-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,345,327,361,430,436,475,449,390,331,386,383,332,422,495.5,546,NA
748,1.4,748-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
230,0,230-0,ETHIOPIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Arrivals through all ports of entry; including nationals residing abroad.
230,1.1,230-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
230,1.2,230-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,103,109,139,112,115,136,148,156,180,184,227,330,358,383,427,468,523,597,681,770,864,871,933,849,812,NA
230,1.3,230-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
230,1.4,230-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
242,0,242-0,FIJI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,1/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Excluding nationals residing abroad.
242,1.1,242-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,476,534,547,499,544,434,446,461,451,513,547,..,542,627,605,692,734,741,769,781,869,963,1027,1058,969,NA
242,1.2,242-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,318,340,359,371,410,294,348,398,431,504,545,549,540,585,542,632,675,661,659,693,755,792,843,870,894,NA
242,1.3,242-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,158,194,188,128,134,140,98,63,20,9,2,..,2,42,63,60,59,80,109.5,87.6,114,171,184,188,75,NA
242,1.4,242-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,18,17,12,18,14,10,7,6,20,9,2,..,2,42,63,60,59,80,110,88,114,171,184,188,75,NA
246,0,246-0,FINLAND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/ 1998- 2012: Border Interview survey. Note: the survey was cancelled at the end of 2012.
2/ 1995-1997, 2013-2019: Non-resident tourists staying in all types of accommodation establishments. Accommodation survey."
246,1.1,246-1.1,NA,NA,Total arrivals,NA,NA,Thousands,1/,VF,..,..,..,3432,3363,3789,4252,4687,4527,4854,5038,5345,5736,6072,5695,6182,7260,7636,..,..,..,..,..,..,..,NA
246,1.2,246-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/ 2/,TF,1779,1724,1832,2644,2454,2714,2826,2875,2601,2840,3140,3375,3519,3583,3423,3670,4192,4226,2797,2731,2622,2789,3180,3224,3290,NA
246,1.3,246-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,1/,NA,..,..,..,788,909,1075,1426,1812,1926,2014,1898,1970,2217,2489,2272,2512,3068,3410,..,..,..,..,..,..,..,NA
246,1.4,246-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
250,0,250-0,FRANCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,1/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/ 1985-2003: estimates based on surveys at national borders.
From 2004 source: DGE, Banque de France. Non resident visitor survey (EVE) - results 2018 provisional."
250,1.1,250-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,..,148263,157551,..,..,..,..,..,..,190282,185829,193882,193319,193571,192369,189826,196595,197522,204410,206599,203302,203042,207274,211998,..,NA
250,1.2,250-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,60033,62406,66591,70109,73147,77190,75202,77012,75048,74433,74988,77916,80853,79218,76764,76647,80499,81980,83634,83701,84452,82682,86758,89322,..,NA
250,1.3,250-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,85857,90960,..,..,..,..,..,..,115849,110841,115966,112466,114353,115605,113179,116096,115543,120776,122898,118851,120360,120516,122676,..,NA
250,1.4,250-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
254,0,254-0,FRENCH GUIANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Survey at Cayenne-Rochambeau airport on departure.
254,1.1,254-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
254,1.2,254-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,..,..,..,68,70,..,65,65,..,..,95,..,109,..,83,..,..,..,..,..,87,96,111,..,..,NA
254,1.3,254-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,1.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
254,1.4,254-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
258,0,258-0,FRENCH POLYNESIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/ Arrivals by air only; excluding nationals residing abroad. 2000: the figure of 252,200 was estimated by the “Institut de la Statistique (ISPF)""."
258,1.1,258-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,186,184,201,211,236,..,..,..,..,..,..,..,243,227,190,179,196,210,214,228,239,241,254,264,300,NA
258,1.2,258-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,172,164,180,189,211,252,228,189,213,212,208,222,218,196,160,154,163,169,164,181,184,192,199,216.3,237,NA
258,1.3,258-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,14,20,21,22,25,..,..,..,..,..,..,..,25,31,30,25,33,41,50,48,55,49,55,47.3,63,NA
258,1.4,258-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,8,9,9,7,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
266,0,266-0,GABON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Arrivals by air only.
266,1.1,266-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,203,217,247,274,262,230,236,269,234,351,526,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
266,1.2,266-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,125,145,167,195,178,155,169,208,222,244,269,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
266,1.3,266-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,75,70,75,72,76,70,65,60,12,107,257,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
266,1.4,266-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,3,2,5,7,8,5,2,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
270,0,270-0,GAMBIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Including nationals residing abroad. Data until 2014: arrivals by air only.
270,1.1,270-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,..,..,..,..,..,..,..,..,..,459,460,613,487,643,..,..,..,..,..,..,..,..,..,..,..,NA
270,1.2,270-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,45,77,85,91,96,79,57,81,89,90,108,125,143,147,142,91,106,157,171,156,449,450,522,552,..,NA
270,1.3,270-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
270,1.4,270-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
268,0,268-0,GEORGIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,1.1,268-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,85,117,313,317,384,387,302,298,313,368,560,983,1052,1290,1500,2032,2712,4106,4954,5004,5256,5393,6483,7203,7726,NA
268,1.2,268-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1067,1833,2460,2884,2939,3012,3297,4069.4,4757,5080.3999999999996,NA
268,1.3,268-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,965,879,1646,2070,2065,2244,2096,2413.5,2446,2645.3,NA
268,1.4,268-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
280,0,280-0,GERMANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Non-resident tourists staying in all types of accommodation establishments.
280,1.1,280-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
280,1.2,280-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TCE,14847,15205,15837,16511,17116,18983,17861,17969,18399,20137,21500,23569,24421,24884,24220,26875,28374,30411,31545,32999,34970,35555,37452,38881,39563,NA
280,1.3,280-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
280,1.4,280-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
288,0,288-0,GHANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Including nationals residing abroad.
288,1.1,288-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
288,1.2,288-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,286,305,325,348,373,399,439,483,531,584,429,497,587,698,803,931,821,903,994,825,897,..,..,..,..,NA
288,1.3,288-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
288,1.4,288-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
300,0,300-0,GREECE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,1/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ 1995-2007: Information based on administrative data. From 2008 the information is based on the border survey conducted by the Bank of Greece.
300,1.1,300-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,10712,9782,10588,11364,12606,13567,14678,14918,14785,14268,15938,17284,..,..,..,..,..,..,20112,24272,26114,28071,30161,33072,34005,NA
300,1.2,300-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,10130,9233,10070,10916,12164,13096,14057,14180,13969,13313,14765,16039,16165,15939,14915,15007,16427,15518,17920,22033,23599,24799,27194,30123,31348.400000000001,NA
300,1.3,300-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,582,549,518,448,442,472,621,738,815,955,1173,1245,..,..,..,..,..,..,2192,2239,2515,3271,2967,2949,2656.2,NA
300,1.4,300-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,582,549,518,448,442,472,621,738,815,955,1173,1245,..,..,..,..,..,..,2192,2239,2515,3271,2967,2949,2656.2,NA
308,0,308-0,GRENADA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Yacht and cruise ship arrivals.
308,1.1,308-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,369,386,368,392,379,316,277,271,294,370,380,342,406,428,460,445,447,370,327,387,437,474,468,529,526,NA
308,1.2,308-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,108,108,111,116,125,129,123,132,142,134,99,119,130,130,114,110,118,125,128,150,155,156,168,186,188,NA
308,1.3,308-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,1/,NA,261,278,257,276,254,187,154,139,152,236,281,224,275,298,346,335,328,245,199,237,282,318,300,343,338,NA
308,1.4,308-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,250,267,247,266,246,180,147,135,147,230,275,219,270,293,343,333,310,243,197,235,280.5,315,299,343,338,NA
312,0,312-0,GUADELOUPE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/ Arrivals by air; excluding the north islands (Saint Martin and Saint Barthelemy).
1995-2001: non-resident tourists staying in all types of accommodation establishments.
2003,2004: non-resident tourists staying in hotels only. 2005: data based on a survey conducted at Guadeloupe airport.
2013: including residents and non-residents. Source: OAG Aviation software."
312,1.1,312-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,1059,1236,1130,914,854,994,759,..,569,560,445,447,500,527,458,497,419,487,645,720,822,857,970,1166,..,NA
312,1.2,312-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,640,625,660,580,561,603,521,..,439,456,372,375,408,412,347,392,317,325,487,486,512,581,650,735,..,NA
312,1.3,312-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,419,611,470,334,293,392,238,148,130,104,73,72,92,115,111,105,102,162,158,234,310,276,320,431,..,NA
312,1.4,312-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,419,611,470,334,293,392,238,148,130,104,73,72,92,115,111,105,102,162,158,234,310,276,320,431,..,NA
316,0,316-0,GUAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Arrivals by air and sea.
316,1.1,316-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
316,1.2,316-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,1362,1373,1382,1137,1162,1287,1159,1059,910,1160,1228,1212,1225,1142,1053,1197,1160,1308,1334,1343,1409,1536,1545,1549,1667,NA
316,1.3,316-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
316,1.4,316-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
320,0,320-0,GUATEMALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,1.1,320-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,563,520,576,636,823,826,835,884,880,1182,1316,1502,1628,1715,1393,1384,1434,1491,1516,1739,1865,1906,2113,2406,2560,NA
320,1.2,320-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,..,..,..,..,..,..,..,..,..,..,..,..,1448,1527,1054,1119,1160,1200,1224,1371,1473,1585,1660,1781,1752.4,NA
320,1.3,320-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,11,18,35,179,188,339,265,274,291,292,368,392,321,454,625,807.2,NA
320,1.4,320-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,11,18,35,42,63,163,72,72,73,72,71,77,104,129,150,131,NA
324,0,324-0,GUINEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/ 1996-2000, 2003, 2005-2008, 2010-2017: arrivals by air at Conakry airport."
324,1.1,324-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,46.6,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
324,1.2,324-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,..,12,17,23,27,33,38,43,44,45,45,46.1,30,24,..,12.4,131,96,56,33,35,63,99,..,..,NA
324,1.3,324-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
324,1.4,324-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
624,0,624-0,GUINEA-BISSAU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/ Arrivals at ""Osvaldo Vieira"" Airport."
624,1.1,624-1.1,NA,NA,Total arrivals,NA,NA,Thousands,1/,TF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
624,1.2,624-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,NA,..,..,..,..,..,..,7.8,..,..,..,5,11.6,15.6,18,16,22.3,36.700000000000003,35.4,35.5,36.1,43.8,45.2,49.5,55,52.4,NA
624,1.3,624-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
624,1.4,624-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
328,0,328-0,GUYANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,1.1,328-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
328,1.2,328-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,106,92,76,66,75,105,99,104,101,122,117,113,134,130,141,152,157,177,200,206,207,235,247,287,315,NA
328,1.3,328-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
328,1.4,328-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
332,0,332-0,HAITI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Arrivals by air. Including nationals residing abroad.
332,1.1,332-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,370,400,387,393,386,445,499,482,518,385,480,558,868,758,826,793,946,959,1064,1127.5999999999999,1190,1153,1262,1333,938,NA
332,1.2,332-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,145,150,149,147,143,140,142,140,136,96,112,108,386,258,387,255,349,349,420,465.2,516,445,467,447,286,NA
332,1.3,332-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,225,250,238,246,243,305,357,342,382,289,368,450,482,500,439,538,597,610,644,662.4,674,708,795,885,652,NA
332,1.4,332-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,225,250,238,246,243,305,357,342,382,289,368,450,482,500,439,538,597,610,644,662.4,674,708,795,885,652,NA
